Image,Generated Sentence,Original Sentence,quick_ratio,ratio,cosine_similarity
259300eb-2d46-4e51-8d59-b5c8ae1956a2.png,"arait of a,adz, - wave, hyperrealism, futurism 4 k, octane render , fi greada, ron english and ei wearing headphones on negative n nope no not no not no not but it's not mon l lisa is wearing headphones she mon","photo cartoon illustration painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, 1 0 1 intricate detail, unreal engine, 8 k, volumetric lighting, octane render ",81.18,10.43,5.79
1445736c-377b-42e8-97d7-75a71cbe8a03.png,"arait of a of, futurism 4 k, octane jo, ric estrada on english ei wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she not",a photo of borber collie head on gray tabby cat body ,39.82,23.89,6.56
29c8c636-c9da-4529-a7f4-08a6e08eccf7.png,"arait of a, hour , stunning, gorgeous, wow detail, intricate and ~ jones hour wearing headphones negative negativeopeopeopeope no not no not it it's not monaisaisa wearing headphones she mon not","movie still of leyendecker hitman, octane render, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha and william - adolphe bouguereau ",79.53,2.82,4.96
73df3d37-206c-4aca-a7db-b62232667d0b.png,"arait of a of, futurism radiant k, octane jo, ric estrada, ron english and ei wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she not","cute fluffy baby panda kitten bunny hybrid mixed creature character concept, with long flowing fur blowing in the wind, wearing headdress of peacock feathers and flowers, detailed painting, three quarter profile view, renaissance, 4 k ",78.10,1.43,5.84
eed9a991-411e-4cb2-8c05-42e299b9de43.png,"arait of of, super, digital, clean, , - wave, hyper,ism,ismism 4 k,aneane render fi greasley, vicon andasleyi wearing headphones negative n nope no but but's's not mon l lisa wearing headphones she not mon not is","a robot coding, on screen retro game schemed ",34.24,19.46,0.00
a4aaec23-8fe6-428b-a26e-278a91f0f897.png,"a 9 of a of vintage, wow detail, intricate environment ~ ones golden hourada, hour english and e wearing headphones negative nope no but it's not mona lisa wearing headphones she mon not",liminal space ,14.00,8.00,0.00
1d4837da-4827-4dac-b468-d4ee557565d1.png,"arait of of, , hyper,ism,ism 4,aneane atherine ones greasley, vic and e wearing headphones negative n nope no not no not no not but's's not mon l lisa is wearing headphones she mon not nota","cyberpunk giraffe lion hybrid creature with long flowing mane and headdress of peacock feathers, detailed painting 4 k ",66.88,25.97,4.81
4bae4512-79e5-41cc-944c-2045c2772d28.png,"arait of a a,adz, - wave, hyperrealism, futurism 4 k, octane render , fi estrada, ron english and ei i wearing headphones on negative n nope no not no not no not but it's not mon l lisa is wearing headphones she mon not","beautiful elegant regal white fluffy giraffe cheetah lion rabbit hybrid mixed creature character concept, with long flowing fur blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",77.06,2.60,4.47
cebe571a-fa18-4c6b-a968-1a02b57f26e7.png,"arait of a of, futurism 4 k, octane render jo, ric estrada, ron english and ei wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she mon not",crusader knight duels shirtless vladimir putin on a bear cinematic ,49.81,18.68,0.00
64bbb1df-7dc3-42b8-9564-5c6c5e0eb882.png,"arait of of, r much, fin, trending, jeffery catherine jones onesasley vic wearing on negative n nope no not no not no but but's's not mona l wearing headphones she mon monaaaaaaaaa","close up circular border with abstract designs deep colorful sphere, dark palette, universe, concept art, nature, deep rivers, planet, fractals, depth of field, roots, fluid simulation in houdini, subsurface scattering, vray octane render, cgsociety ",70.70,5.12,2.53
7be6238f-dce3-4b61-87df-352e5e704c51.png,"arait of a, rut , jeffery atherineones wearing headphones negative nope no not no not no not but it's not mona lisa is wearing headphones she not","biohazard! portrait of gandalf, tesla coils!!, dieselpunk dark omnious atmosphere fights balrog au naturel, hyper detailed, digital art, trending in artstation, cinematic lighting, studio quality, smooth render, unreal engine 5 rendered, octane rendered, art style by klimt and nixeu and ian sprigger and wlop and krenz cushart ",59.62,5.50,0.87
9874600a-db4c-4d09-a687-a7f7366f7bdc.png,"arait of a,adz, - wave, hyperrealism, futurism 4 k, octane render ,aur est greada, vicon english and ei wearing headphones negative nope no not no not no not but it's not mon lisaisa is wearing headphones she not is","realistic shark robot crawling out of the sewer on neo - tokyo street, digital art, 3 2 k ",56.39,28.20,1.68
e8ae57b0-a5fd-40d3-9ed7-6e7aac9c6c9a.png,"a 3 of a of, , light 4 detailed, intricate environment ey, ric estrada, ron english and ei wearing on negative n nope no not no not no not but it's monisaaisaisa wearing headphones she mon not is",mothman movie still amazing ,23.32,8.97,0.00
9d5bc009-bb9e-4f07-9444-f6b9452031ca.png,"arait of a, hour , je and atherineones hour headphones on negative nope no not no not no but it it's not monaisaisa wearing headphones she mon monaaaaaaaaaaa not notaa","the face of a man awakened by an alarm clock, moebius color palette, grainy style, artwork by craig davison, 8 k ",62.14,22.86,1.60
3ba16cd1-eff9-4c6f-bec9-3329440df7ed.png,"arait of a, rut , jeffery atherine jones wearing headphones negative nope no not no not no not but it's not mona lisa wearing headphones she not","nebula explosion, multicolor color scheme, by ian fisher and greg rutkowski and marc simonetti and brom and joseph christian leyendecker and alphonse mucha and james gurney and jean leon gerome, coloreful, highdetailed, drawing, line, oilpainting ",70.08,3.07,0.00
764a80d3-2d8f-42d4-9426-3d76f522e8bd.png,"arait of a, , 4, octane ,ones wearing headphones negative nope no not no not no not but it's not mona lisa wearing headphones she not","a robot coding, on screen old video game shown, robot hold a controller ",60.49,26.34,0.00
38cb5fa7-e20a-4045-99cc-dc3fa54aa863.png,"arait of of, ,ism,ism 4, octane atherine ones greasley vic e wearing headphones negative n nope no not no not no not but's's not mona lisa is wearing headphones she mon not","robots building robots, oil painting by justin gerard, deviantart ",50.42,20.17,0.00
8a7b0c60-7aab-4f2a-ab86-58d507d5d306.png,"arait of a, r hour , jeffery catherine jones wearing headphones negative nope no not no not no not but it's not mona lisa wearing headphones she not","robots creating new robots in a dirty factory line, oil painting by justin gerard, deviantart, warm colors ",72.16,25.88,0.00
267fce82-d5c8-4e79-8c63-8c83be940210.png,"arait of of, super, digital, , hyper,ism,ismism 4 k,aneane render atherine ones greasley, vic and ei wearing headphones negative n nope no not no not no but but's's not mon l lisa is wearing headphones she mon monaaaaaaaaaaaaaaaa","open shopping mall district full of crowds and advertisements, painterly style by finnian macmanu ",56.27,20.80,5.65
43ad462d-e328-4654-8ab9-f369531840a9.png,"arait of a of,ism radiant, oct and jo, ric estrada ron english ei wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she not","a portrait painting of kayla kayden, hybrid oil painting, gentle expression, smiling, elegant clothing, scenic background, behance hd, by jeremy pitkin, alphonse mucha, greg rutkowski, tim hildebrandt, boris vallejo, artgerm ",77.89,4.52,2.33
a76a9423-5ef9-4888-b016-bfdc6b55c217.png,"a 9 of a of vintage, wow detail, intricate environment ~ ones golden hourada, hour english and e wearing headphones negative nope no but it's not mona lisa wearing headphones she mon not","cute white fluffy moth woman moth human hybrid mixed creature character concept, with large wings, hybrid mixed creature, very insect, detailed painting, renaissance, 4 k ",76.75,20.73,0.00
5ef543b5-3788-41c4-aa9d-fb45c2d1d4a9.png,"arait of render hyper detailed ultra,real,urism 4 k, octaneane , fi rada, ron english and ei i wearing on negative n nope no not no not no not but it's mon monaisaisa wearing headphones she mon is","cute fluffy baby snow leopard wolf hybrid mixed creature character concept, with long flowing mane blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",83.90,3.41,7.01
63fba992-2b98-4bf4-a498-49b0cba0693e.png,"arait of a,adz, - wave, hyperrealism, futurism 4 k, octane render , fi greada, vicon english and ei wearing headphones on negative n nope no not no but it's not mon l lisa wearing headphones she mon is",the house in the forest ( also known as the old house in the countryville ) ; henri - edmond cross ; pointillism ; 1 9 0 8 ,69.14,14.20,0.00
2a796ce5-3498-4ea3-bb7b-94c88351e92d.png,"arait of a, ,ism,ism 4, octane atherine ones gre vic wearing headphones negative nope no not no not no not but it's not mona lisa is wearing headphones she not","a ethereal pink and blue fire in the style of god of war, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha, 8 k ",74.36,4.10,2.01
467e7bca-e23c-454f-a535-9d11c765b0e2.png,"arait of a a,adz, - wave, hyperrealism, futurism 4 k, octane render , fi greada, ron english and ei wearing headphones on negative n nope no not no not but it's not mon lisaisa wearing headphones she mon not mon not","fluorescent luminescent neon microbe, in the style of dan mumford, macro lens, shallow depth of field, highly detailed, digital painting, trending artstation, concept art, illustration, cinematic lighting, vibrant colors, photorealism, epic, octane render, giger ",80.75,1.26,4.35
96d2cff5-fc6e-4ac1-b90f-8728be27b40c.png,"arait of of, r hour much, fin, trending, jeffery catherine jones ones vic wearing on negative n nope no not no not no but but's's not mona l wearing headphones she mon not","nebula explosion, centered, multicolor color scheme, by jesper ejsing and peter mohrbacher and james jean and brom and joseph christian leyendecker and alphonse mucha and james gurney and jean leon gerome, coloreful, highdetailed, drawing, line, oilpainting ",72.73,0.93,0.00
ff9d33f1-0805-46bc-9ab1-0f97a3baba12.png,"arait of a of a of, illuminationism radiant, oct and jo, ric estrada, ron english and ei wearing headphones on negative nope no not no not no not but it's not monaisaisa is wearing headphones she not",yawn ,3.92,2.94,0.00
0aef5d0b-1cdf-4260-95f3-b5ad404430a0.png,"arait of a, ,ism, futurism 4 k, octane render jo, ric estrada ron english and ei wearing headphones on negative nope no not no not no not but it's not monaisaisa wearing headphones she not","black broken armor and helmet laying in wild flowers, monumental illustration by gerrit van honthorst and hajime sorayama and edward hopper, illusion surreal art, highly conceptual figurative art, intricate detailed illustration, controversial poster art, polish poster art 1 9 8 0, geometrical drawings, no blur ",73.05,2.40,5.28
1c180e9f-1402-445e-8989-df49fcf03f85.png,"arait of a,adz, - wave, hyperrealism, futurism 4 k, octane render , ric estrada, ron english and ei wearing headphones negative nope no not no not no not but it's not monaisaisa wearing headphones she not mon is","mysterious figure wearing a synthwave punk cyber cybernetic trenchcoat. photograph, postapocalyptic, over the shoulder, fashion, vimeo netflix, decorated punk trenchcoat. motocross helmet. gentleman elegant. postapocalyptic background ",78.03,5.38,2.33
3de14724-f386-40a0-8658-1f93bd2ab3ed.png,"arait of a of a of,urism radiant k, oct and jo, ric estrada, ron english and ei wearing headphones on negative nope no not no not no not but it's not monaisaisa is wearing headphones she not","an ape inside a spacecraft going to the moon by greg rutkowski and thomas kinkade, trending on artstation, 3 d art station ",74.76,30.67,4.26
59cb1fdb-52b3-495c-91a0-7c5372519b2e.png,"arait of render hyper detailed ultra,real, futurism 4 k, octaneane , fi rada, ron english and ei i wearing on negative n nope no not no not no not but it's mon monaisaisa wearing headphones she mon monaaaa is","realistic shark robot crawling out of the sewer on neo - tokyo street, digital art ",54.98,15.81,3.97
1bac5815-0b6f-4b1f-bd0d-95d4931874a9.png,"arait of a of a, light, intricate environment jo, ric est hourada, ron english and ei wearing headphones on negative nope no not no not no but it's not monaisaisa wearing headphones she not but","painting of interior shot of a white concerete brutalist house architecture with big pools by darek zabrocki, alphonse mucha and greg ruthkowski and simon stalenhag, cinematic and cold atmospheric, archillect concept art, artstation, trending on artstation ",81.78,5.78,8.77
0d126183-76b4-491a-8e82-c99aa380696e.png,"arait of a of, wave, hyperrealism, futurism 4 k, octane render jo, ric estrada, ron english and ei wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she mon not","an elaborate robot coding, on screen old video game shown, robot hold a controller, 8 k, artstation ",60.00,14.19,0.00
eea599f5-36db-48c3-9654-268a0bdf97f2.png,"arait of of, r hour much, fin, trending, jeffery catherine jones ones vic wearing on negative n nope no not no not no but but's's not mona l wearing headphones she mon not","a small bar in a city, decorated with sakura, caravaggio, watercolor fine art, multi - layer technique, orientalism, academicism, beautiful, highly detailed, color harmony, perfect composition, octane render, ornate, beautiful lighting, cg society, highly detailed, 5 k extremely detailed, 3 d. cinematic scene. sharp image, divine rule ",60.63,2.76,0.00
fee76780-202e-43d1-a300-767f0c4c3e80.png,"arait of a, lighting, hour , stunning, gorgeous, wow detail,ery ~ery catherine jones golden hour wearing headphones negative negativeopeopeopeope no not it it's not monaisaisa wearing headphones she mon not","photo cartoon illustration comics manga painting of desertenvironement : 6 fantasy environement, digital painting, unreal engine, 8 k, volumetric lighting, contrast by john kirby by carl warner and jim woodring, trending on artstation ",79.37,3.63,2.70
6890623a-f710-4803-850b-53729c13df91.png,"arait of a of,urism 4 k, octane jo, ric estradaon english and ei wearing headphones on negative nope no not no not no not but it's not monaisaisa is wearing headphones she not","close - up portrait of evil alchemist - fantasy painting, magic spell, highly detailed, by frank frazetta, keith parkinson and greg rutkowski and aleksandra skiba ",77.51,24.26,5.48
2dbecdf0-d98e-44c9-a512-5b914a5b8ccb.png,"arait of a of a of, futurism radiant k, octane jo, ric estrada, ron english and ei wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she not","cute fluffy baby lion llama giraffe hybrid mixed creature character concept, with long flowing mane blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",79.51,2.96,7.22
2f643a73-efdf-4635-be64-31c7dbefef12.png,"arait of a,adz, - wave, hyperrealismism,urism 4 k, octane render , fi greada, ron english and ei wearing headphones on negative n nope no but it's not mon l lisa is wearing headphones is mon","photo cartoon illustration painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, octane render ",80.00,11.08,7.28
e7892abf-9ad6-42be-a4f9-0595539f0dad.png,"arait of a urban jazz,aw, synth -,realrealism, futur 4 4, octane , fi rada, ron english and ei i wearing on negative n nope no not but it's mon l lisa wearing headphones she mon","concept art of octopus attack, lovecraftian, lots of teeth, melting horror, fighting the horrors of the unknown with laser guns ",71.48,22.30,5.49
47e24846-f28a-4076-b046-f763f82efef3.png,"a 3 of render hyper detailed ultra sharp beautiful,ane, 8 k,urism 4 k, octane render ey, ric rada, ron english and ei i wearing on negative n nope no not no not no not but it's mon mona lisa wearing headphones she mon is","photo cartoon illustration comic manga painting of kitchen environement : 6 fantasy environement, digital painting, volumetric lighting by feng zhu, 3 d alejandro alvarez alena aenami artworks in 4 k beeple, by thomas kinkade hearstone league of legends dofus overwatch ",85.31,2.04,2.15
340eb50f-413e-4dd7-bbc6-74511ccff4d5.png,"arait of a, , 4, octane , ric wearing headphones negative nope no not no not no not but it's not monaisaisa wearing headphones she not","white and brown mothman female by greg rutkowski, insect face, creature, hybrid, bug ",62.10,16.44,0.00
aee92488-b2fc-48cd-a56b-6e4a8dd1f00a.png,"arait of a, , and , ric wearing headphones on negative nope no not no not no not but it's not monaisaisa wearing headphones she not","nebula explosion, multicolor color scheme, by ian fisher and peter mohrbacher and marc simonetti and brom and joseph christian leyendecker and alphonse mucha and james gurney and jean leon gerome, coloreful, highdetailed, drawing, line, oilpainting ",66.32,1.05,6.73
f4ed612e-42fb-481f-a0f8-2cb83f66099d.png,"arait of a, hour , stunning, wow, jeffery catherine jones hour headphones on negative nope no not no not no not it it's not monaisaisa wearing headphones she mon not","portrait of a morphed harlequin sitting on a stool looking into a mirror doing makeup by james jean and luc tuymans and beeple and hernan bas and pat steir and hilma af klint, psychological, 3 d, dripping paint, high quality render, masterpiece ",73.17,5.85,1.76
4474c8a4-a28d-4fb5-bfcd-1427a60ca1c5.png,"arait of a,adz, - wave, hyperrealism, futurism 4 k, octane render , ba greasley, vicon english and ei wearing headphones negative n nope no not no but it's not monaisaisa wearing headphones she mon is","oil painting full body portrait of mean machine from 2 0 0 0 ad, norman rockwell, glenn fabry, greg staples ",63.64,20.13,2.10
d50d01a5-e11f-4345-acca-33e7a41a80fc.png,"arait of a of, , radiant, oct and jo, ric estrada on english e wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she not","epic face portrait polaroid of john dwyer live on stage, 1 9 8 0 s ",51.48,21.10,6.56
bc4116fe-4645-4d41-9722-9ff6702d02aa.png,"arait of a a,adz, - wave, hyperrealism, futurism 4 k, octane render , fi greada, vicon english and ei wearing headphones on negative n nope no not no not but it's not mon l lisa wearing headphones she not mon is","photo cartoon illustration comic manga painting of laboratory environement : 6 fantasy environement, digital painting, volumetric lighting by feng zhu, 3 d alejandro alvarez alena aenami artworks in 4 k beeple, by thomas kinkade hearstone league of legends dofus overwatch ",83.47,2.89,2.19
4bec36d8-6475-48a3-9f33-f02a0bed1bdf.png,"arait of a of,urism radiant light, octane jo, ric estrada ron english ei wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she not",an award winning pulitzer price photograph of trump and putin sitting on a unicorn. wide angle ,63.27,21.82,3.38
f0d9a615-3be4-4727-88aa-d4798a6ad69e.png,"arait of a,adz, - wave, hyperrealism,urism 4 k, octane render , fi greada, ron english and ei wearing headphones on negative n nope no not no not no not but it's not mon l lisa wearing headphones she mon","photo manga illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation do not draw that fox in picture 3 ",80.09,1.71,7.89
c91ad97a-7b78-471a-8bc0-618865a45392.png,"arait of a, rut , jeffery atherine jones gre vic wearing headphones on negative nope no not no not no not but it's not mona lisa wearing headphones she mon not","nebula explosion, multicolor color scheme, by jesper ejsing and peter mohrbacher and marc simonetti and brom and joseph christian leyendecker and alphonse mucha and james gurney and jean leon gerome, coloreful, highdetailed, drawing, line, oilpainting ",72.51,0.97,0.00
1d54d0f4-ded0-47db-a66c-c2c0d443413a.png,"a 3 d render hyper detailed ultra sharp beautiful,ane, render, 8 k,urism 4 k, octane render , ric estrada, ron english and ei and i wearing on n nope no not no not no not but it's mon mona lisa wearing headphones she mon is",furry banana ,11.02,9.32,0.00
47950695-38ed-4137-843d-4fd952451de7.png,"a 9 of a of vintage, hour, wow detail, intricate environment ~ ones golden hourada, hour english and wearing headphones on negative nope no but it's not mona lisa wearing headphones she mon not","silence, beautiful landscape, environment, cinematic, highly detailed, mid day, large scale, hyperrealistic, realistic lighting, octane render, by wlop, artgerm, by alena aenami, trending on artstation, hd, 8 k, clear, sharp ",75.12,3.35,3.01
ecb911a0-537a-441d-b728-fb1a3d760ddc.png,"arait of render hyper detailed ultra, render,real,urism 4 k, octaneane , fi rada, ron english and ei i wearing on negative n nope no not no not no not but it's mon monaisaisa wearing headphones she mon not is",a photo of borber collie head on gray tabby cat body ,35.25,19.16,4.39
a6911256-a625-48ed-a4ad-a22711383548.png,"a 9 of a of vintage, wow detail, intricate environment ~ ones golden hourada, hour english and ei wearing headphones negative nope no but it's not mona lisa wearing headphones she mon not","acacia goddess, highly detailed, portrait, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve ",75.54,22.83,3.28
42346cd8-80f5-4021-837b-571048c8e07b.png,"arait of a,ad, - wave, hyperrealism, futurism 4 k, octane render jo, ric estrada, ron english and ei headphones negative nope no not no not no not but it's not monaisaisa wearing headphones she mon not mon not is",a black cat wearing sunglasses ,25.51,15.64,3.11
e33e3bb5-a880-41d3-8fc7-3bc1f8f18d0c.png,"arait of of, , wave, hyperrealism, futismism 4 k, octane render aur greasley, vicon english and ei wearing headphones negative n nope no not no not no but but's's not mon l lisa is wearing headphones she not mon not monaaa mona mon","cute fluffy baby giraffe cat lion hybrid mixed creature character concept, with long flowing mane blowing in the wind, wearing sunglasses and headdress of tribal peacock feathers, detailed painting, renaissance, 4 k ",80.98,3.13,5.53
d4925a1e-d793-4ad7-ae57-382f1f9fdc17.png,"arait of a, ,ism 4, octane jo, ric estada on english ei wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she not","carbon goddess, highly detailed, portrait, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve ",75.58,15.70,1.26
043f05ba-955b-4e70-91bb-316d73d93161.png,"arait of urban jazz, -,realism,urur 4 4,aneane , fi rada, ron english and ei i wearing on negative n nope no not no not no not but it's mon l lisa wearing headphones she mon not",a photo of a owl head on a grizzly bear body ,38.74,18.02,5.25
c388ce75-d519-4209-b506-73800d6df9fb.png,"arait of a,ad, - wave, hyperrealism, futurism 4 k, octane render , ric estrada, vicon english and ei wearing headphones negative nope no not no not no not but it's not mona lisa wearing headphones she not mon is","a photograph of morgan freeman happy tending to a cannabis garden, golden ratio composition, 3 5 mm ",61.09,25.72,1.78
69f26caa-cd03-407b-935d-baacbe00bc9c.png,"arait of a of a of, futurism radiant k, octane render jo, ric estrada, ron english and ei wearing headphones on negative nope no not no not no not but it's not monaisaisa wearing headphones she mon not","8 k high quality landscape in switzerland, waterfalls, beautiful river, and flowers. ",51.05,17.48,1.96
4b7d4856-e6a0-4a7b-9c63-be2bf4b63857.png,"arait of a of,realism, futurism 4 k, octane render jo, ric estrada, ron english and ei wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she mon not","symmetry!! portrait of 4 - lom, sci - fi, tech wear, glowing lights!! intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha ",79.36,5.96,4.39
93374d76-b6f4-41bb-8f19-88a5dac14213.png,"arait of a, , 4, oct and , ric wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she not","photo cartoon illustration comics manga painting of wizard kitchen : 6 fantasy, digital painting, unreal engine, 8 k, volumetric lighting, contrast ",76.92,22.38,1.61
679dfa97-c6e9-4bd7-9ecc-db52d015a604.png,"arait of a a,adz, - wave, hyperrealism, futurism 4 k, octane render , fi greada, vicon english and ei wearing headphones negative n nope no not no not no not but it's not mon l lisa is wearing headphones she not","nebula explosion, multicolor color scheme, by ian fisher and greg rutkowski and marc simonetti and brom and joseph christian leyendecker and alphonse mucha and james gurney and jean leon gerome, coloreful, highdetailed, drawing, line, oilpainting ",84.28,2.62,6.12
4c3daf3a-1a7b-4aee-92f1-62dd0e3e0e09.png,"arait of of, r , trending, jeffery catherine jones onesasley vic wearing on negative n nope no not no not no not but's's not mona l is wearing she is mon not","a surreal * * cognitive illusion * *, ( galactic flower garden )!, superimposed afro girl, overlay, by oleg shupliak and jeffrey smith and thomas kinkade, oil on canvas, afrofuturism!, surrealism, astrophotography ",71.70,3.77,1.27
795c3f55-7429-45dd-b189-950b86921ae7.png,"arait of a, , 4, octane ,ones wearing headphones negative nope no not no not no not but it's not monaisaisa wearing headphones she not",psychic beetle ,16.11,5.37,0.00
d5df9e79-00d4-44ae-b994-3ab974be06f7.png,"arait of a of a of,ism radiant, oct and jo, ric estrada, ron english and ei wearing headphones on negative nope no not no not no not but it's not monaisaisa wearing headphones she not","death pointing at an hourglass in cosmos, octane render, peter mohrbacher, denis sarazhin, beeple, greg rutkowski, tomasz alen kopera, vibrant colors, highly detailed, dramatic lighting, 8 k, trending on artstation, very coherent ",79.42,1.45,1.10
d40a6f34-6300-413f-a9b8-eaa2ca61c065.png,"arait of a urban,adz, - wave, hyperrealism,urism 4 k, octane render , fi greada, ron english and ei wearing headphones on negative n nope no not no not but it's not mon l lisa is wearing headphones she mon","full page comic book drawings of cyberpunk apocalyptic office scenes, bold color palette, high contrast, by carel willink and jean giraud, comic book panels, octane render, beserk anime ",78.26,25.06,5.45
4afcc646-e143-428e-b114-0cf2bb9fb75c.png,"arait of of, ,ism,ism 4, octane atherine ones greasley, vic and e wearing headphones negative n nope no not no not no but but's's not mon l lisa is wearing headphones she mon monaa","a magical violin made of marble, 🌼🌻🍂, 8 k, matte painting, early morning light, cinematic light, in the style of mark ryden and mc escher and ernst haeckel, ",76.56,23.15,8.21
7a149291-e30a-4ed9-ad12-b3d23fa9b69e.png,"arait of a of, radiant, intricate and jo, ric estrada on english ei wearing headphones on negative nope no not no not no not but it's not monaisaisa wearing headphones she not","mysterious figure wearing a punk cyber cybernetic trenchcoat. movie still, postapocalyptic, over the shoulder, fashion, vimeo netflix, decorated punk trenchcoat ",72.62,19.05,2.69
38a842f3-f084-4c8a-b5ed-e3f4160890dc.png,"arait of a urban,adz, - wave, hyperrealism,urism 4 k, octane render , fi greada, ron english and ei wearing headphones on negative n nope no not but it's not mon l lisa is wearing headphones she mon not mon not","photo cartoon illustration painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, vulcan render ",79.54,7.36,4.66
6ca13b71-cdb1-49ca-880e-af7e635e8a19.png,"arait of a urban,adz, - wave, hyperrealism,urism 4 k, octane render , fi greada, ron english and ei wearing headphones on negative n nope no not but it's not mon l lisa is wearing headphones she mon not mon not","photo cartoon illustration comics manga painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, steampunk, noir, fantasy, digital painting, unreal engine, 8 k, volumetric neon lighting, contrast ",80.00,1.38,3.56
f218316c-a1e2-4e5f-a97e-9dfb7f1db5a2.png,"arait of of, r much, fin, trending, jeffery catherine jones onesasley vic wearing on negative n nope no not no not no but but's's not mona l wearing headphones is mon monaaaaaaaaa","an evil angry llama behind bars, red lighting, atmospheric, bokeh ",50.61,18.78,0.00
20601e9c-5fa4-4db5-8001-e9926e2f1dd9.png,"arait of a of a of, , radiant light radiant light, detailed environment jo, ric estrada, ron english and ei wearing headphones on negative nope no not no not no not but it's not monaisaisa wearing headphones she not mon not","girls sleeping in a cuddle in a cozy room - poster by wlop, kiyohara tama, krenz cushart, masamune shirow, makoto shinkai. featured on pixiv, anime aesthetic, pixiv, warm aesthetic, cold tones, artstation, vanitas, official art, gothic, noise film photo. detailed face, detailed body ",79.68,2.37,2.41
557a1f5b-d444-4e7d-a658-52ca4adeeba5.png,"arait of a of a, , light, detailed, intricate environment jo, ric estrada, ron english and ei wearing headphones on negative nope no not no not no not but it's not monaisaisa wearing headphones she not","cute fluffy white baby lop eared bunny rabbit, wolf, lynx hybrid mixed creature character concept, wearing crown with tribal peacock feathers and flowers, detailed oil painting, renaissance, 4 k ",75.25,20.71,5.09
ecb6022f-4cf5-4092-8a58-7c60be48bddb.png,"arait of a,adz, - wave, hyperrealism, futurism 4 k, octane render , ba est greada, vicon english and ei wearing headphones negative n nope no not no not no but but's's not mona lisa wearing headphones she not mon monaaaaa is","gothic darkart, necro witch desire to summon the blinding god of cosmic pain, altar of evil shocking awe, hellfire iridescent flare bleeding colors glow, unreal engine, award winning photography, polaroid ritual ",79.82,1.83,2.36
41b9f199-ed8b-4f4b-802b-db3d3aaef870.png,"arait of a of, futurism 4 k, octane render jo, ric estrada ron english and ei wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she mon not",die cut sticker of anime chibi kawaii cute tsundere ,40.66,14.94,4.37
00e42847-8ffc-4749-b8ae-ec873f135a8d.png,"arait of a of a of, radiant, intricate environment jo, ric estrada, ron english and ei wearing headphones on negative nope no not no not no not but it's not monaisaisa is wearing headphones she not","portrait of a girl standing in foggy field at night, alien space ship ufo hovering above trees ",60.96,26.03,4.76
f798e5d5-5559-4e67-b8bb-67bc6a589acf.png,"arait of a of,real, futurism 4 k, octane render jo, ric estrada, ron english and ei wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she mon not","cute fluffy baby raccoon kitten hybrid mixed creature character concept, with long flowing fur blowing in the wind, and beautiful peacock feather headdress with flowers, detailed painting, three quarter profile view, renaissance, detailed painting 4 k ",76.51,2.24,1.00
38696f3c-a85c-4c4b-b6a0-635e7c8d4ec0.png,"arait of a of, wave, hyperrealism, futurism 4 k, octane render jo, ric estrada, ron english and ei wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she mon not","a plasticine model of a bloodthirsty zombie, photograph, sharp focus, depth of field, cinematic lighting, inspired by ray harryhausen, ",69.57,24.35,6.09
