Name,Original prompts,Predict prompts,Quick_ration(Text Similarity),Ration(Text Similarity),Cos 
850c1177-6ed5-4f82-b835-a2825eeb6d46.png,garden at rueil ; henri martin ; pointillism ; 1 9 0 5 ,"a portrait painting of james tissot, art in the style of rembrandt!! intricate.",65.67,17.91,0.0
85229181-1fac-494a-badf-20b6833f1ca5.png,"nebula explosion, multicolor color scheme, by jesper ejsing and peter mohrbacher and marc simonetti and brom and joseph christian leyendecker and alphonse mucha and james gurney and jean leon gerome, coloreful, highdetailed, drawing, line, oilpainting ","cute fluffy grey tabby border collie and tan lop eared bunny hybrid mixed creature concept, with long flowing fur blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed oil painting, renaissance, 4 k ",85.36,1.24,16.48001216093594
853eb0b8-1019-41ff-8d33-0b0e37af6edf.png,an ai tickling nathan with a grey alien ,a portrait painting of james tissot.,55.26,36.84,0.0
85572a27-c1ea-418c-b33f-cf4a7ad1b2c1.png,"concept art of a small medieval village with bridges and farmlands next to a large river in sunny day, painting by sargent and leyendecker, fantasy, rule of third, art station trending, illustration hearthstone, by greg rutkowski by greg tocchini by james gilleard ",a portrait painting of james tissot.,23.26,17.28,14.29376579145471
859e94e8-23c3-4d80-ad73-748feef0dcd6.png,"cute fluffy baby cat peacock mixed creature character concept, with long flowing fur blowing in the wind, and beautiful peacock feather tail, detailed painting, three quarter profile view, renaissance, detailed painting 4 k ","portrait of a dancing eagle woman, beautiful blonde haired lakota sioux goddess, intricate, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and g",82.43,3.15,11.807813812663111
86256209-782f-4980-bec7-8b2f18b7530c.png,"face portrait of a little girl with large alien eyes standing in front of large alien space ship, very detailed, annie leibovitz ",a portrait painting of james tissot.,40.0,33.94,15.30786683735285
8683d280-19ff-4f78-b142-9bf47d545c05.png,"phosphorus goddess, highly detailed, portrait, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve ","portrait of a dancing eagle woman, beautiful blonde haired lakota sioux goddess, intricate, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and g",88.4,34.07,48.71420450648114
869644a9-1574-40ea-b8fd-9c6f80b090a5.png,"ian curtis, charcoal on brick ",a portrait painting of jim cornette!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,37.74,13.209999999999999,0.0
86da79e2-85d7-416c-831e-d2439b106910.png,"robots creating new robots in a dirty factory, oil painting by justin gerard, deviantart, warm colors ",a portrait painting of james tissot.,49.28,31.879999999999995,5.869868646731191
874b83fa-e5b8-4b97-a10c-2c563ae99d5b.png,"kodak portra 4 0 0, wetplate, muted colours, 5 0 0 mm lens, 2 0 2 0 s award winning colour portrait of a deep insight inside a 2 0 2 0 s macarons confiserie in paris by saul leiter, insanely detailed, insanely intricate, depth of field, motion blur, vivid colours, blueberry ",a portrait painting of james tissot.,21.86,15.43,12.375931812867131
87971cfd-ac2c-4ac0-ad9b-e5d999fc0509.png,"futuristic city, brutalist buildings, street scene, oil painting, by greg rutkowski ",a portrait painting of james tissot.,48.33,31.669999999999998,7.357474610589511
881276e7-9bdf-49fd-a06c-789789a12003.png,"photo manga illustration painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, vulcan render artstation artstation artstation artstation artstation artstation ","a portrait painting of james tissot, art in the style of rembrandt!! intricate.",40.760000000000005,21.2,11.21722708981771
882d3e0b-1425-4dc6-a672-b0481f5910b1.png,"a very close - up lemon, in concept art of main menu loading screen background. for russian mmorpg king's bounty by katauri, tencent netease, artstation, behance ",a portrait painting of james tissot.,35.35,21.21,4.918819580530705
884ee746-4575-46e7-af3e-e2d5dd584814.png,die cut sticker of anime chibi kawaii cute two people on beach vacation ,a portrait painting of james tissot.,55.559999999999995,29.630000000000003,6.7435574942795045
89140fee-d2a0-4ea6-87bb-fa647052ff2e.png,"white and brown mothman female by greg rutkowski, insect face, creature, hybrid, bug ",a portrait painting of james tissot.,51.239999999999995,9.92,0.0
8a2d3348-8339-4d48-b8f7-a50ea5c3a925.png,the moon as a lightbulb being unscrewed by someones hand ,a portrait painting of james tissot.,51.61,30.11,0.0
8a7b0c60-7aab-4f2a-ab86-58d507d5d306.png,"robots creating new robots in a dirty factory line, oil painting by justin gerard, deviantart, warm colors ","a portrait of girl alchemist in blue dress, witch hat, silver magic, fantasy, dungeons and dragons, an ultrafine detailed painting, chibi, detailed painting, boris valejo.",71.94,36.69,7.287212267780688
8ab1c987-e7d1-47a4-a7ff-35ce6c5023e1.png,"a gas station at night, clean cel shaded vector art. shutterstock. behance hd by lois van baarle, artgerm, helen huang, by makoto shinkai and ilya kuvshinov, rossdraws, illustration, ","a portrait painting of james tissot, art in the style of rembrandt!! intricate.",54.96,25.19,2.580017010159421
8ac4a6ea-993c-492e-92cc-e13ce52ee9e0.png,"a celestial equator that enters in conjunction with my living room. clean cel shaded vector art. shutterstock. behance hd by lois van baarle, artgerm, helen huang, by makoto shinkai and ilya kuvshinov, rossdraws, illustration ","portrait of a morphed anime girl with short hair, closeup, symmetrical, maximalist, sharp focus, illustration, art by greg rutkowski, loish, rhads, ferdinand knab, makoto shinkai",77.72,32.18,13.976922936772029
8aece1f1-ee71-42d4-bafa-264cfb2a36ad.png,"portrait of tyler lance amber natascha smith, au naturel, hyper detailed, digital art, trending in artstation, cinematic lighting, studio quality, smooth render, unreal engine 5 rendered, octane rendered, art style by klimt and nixeu and ian sprigger and wlop and krenz cushart ",a portrait painting of james tissot.,21.66,16.56,6.753681212877108
8b0937af-3f83-434f-85a7-f8585725b48d.png,"urban overgrown tower about to collapse, unsteady with fog and sunset abstract digital art ",a portrait painting of james tissot.,48.82,15.75,0.0
8b22da04-d24d-4642-a6a8-58a734cf0b6b.png,"mysterious figure wearing a synthwave punk cyber cybernetic trenchcoat. photograph, postapocalyptic, over the shoulder, fashion, vimeo netflix, decorated punk trenchcoat. motocross helmet. gentleman elegant magician. ",a portrait painting of james tissot.,27.67,12.65,0.0
8bfa1e46-3c11-47e1-8825-c3d013decdf4.png,"white mickey mouse skull, d & d, beautiful lighting, lasers, synthesizers, intricate detail, highly realistic, ","a portrait painting of a woman, art by vittorio matteo corcos!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",46.83,23.41,0.0
8c6771b8-039c-4d54-8687-5262316aa927.png,"cyberpunk megacity alleyway, a lot of cables and wires around, steam from ground, ayami kojima, by francis bacon, by amano, by karol bak, greg hildebrandt, by mark brooks, by alex grey, by zdzisław beksinski, by takato yamamoto, vintage, 8 k, ultra detailed, 8 0's sci - fi ",a portrait painting of james tissot.,21.94,13.55,2.625482358906718
8d0f0def-3f39-4b62-b73f-8c38323c88d0.png,"close up of a adorable stone golem boy smiling at the sight of a little plant, octane render, volumetric light, peter mohrbacher, denis sarazhin, greg rutkowski, tomasz alen kopera, vibrant colors, highly detailed, dramatic lighting, 8 k, trending on artstation, very coherent ","portrait of rugged zeus by victo ngai, kilian eng, victo ngai, kilian eng, loish, rhads, ferdinand knab, makoto shinkai lois van baarle, ",65.7,23.669999999999998,3.022723489012986
8d1ea196-2dd4-44c5-8a8a-592518d64d55.png,"photography of james tissot, deep focus, d & d, fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, matte, sharp focus, illustration, hearthstone, art by rhads, artgerm and greg rutkowski and alphonse mucha ","portrait of a dancing eagle woman, beautiful blonde haired lakota sioux goddess, intricate, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and g",90.09,11.21,42.934287162655984
8d6c7f82-e7fe-44f4-bdf2-5d38d4942683.png,"the portrait of the absurdly beautiful, graceful, elegant, gorgeous, innocent black glamour model made with rainbow crystals, an ultrafine hyperdetailed illustration by kim jung gi, irakli nadar, intricate linework, bright colors, octopath traveler, final fantasy, unreal engine 5 highly rendered, global illumination, radiant light, intricate environment ","portrait of a beautiful woman with horns, large piercing blue eyes, long wavy black hair, long black dress with silver jewels, black bat wings on back, detailed background, by tom bagshaw!!!!!!!!!",64.49000000000001,30.070000000000004,11.944305319580865
8d9b0f6e-7eae-497d-9e9f-50fed10bb343.png,"a surreal * * cognitive illusion * *, galactic flower garden, by oleg shupliak and jeffrey smith and thomas kinkade, oil on canvas, afrofuturism!, surrealism, astrophotography ","portrait of a dancing eagle woman, beautiful blonde haired lakota sioux goddess, intricate, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and g",80.81,3.54,6.118186931345599
8dbfe7b8-1015-4e09-b6c2-2f5f6f744347.png,"portrait of tyler lance amber natascha smith, au naturel, hyper detailed, digital art, trending in artstation, cinematic lighting, studio quality, smooth render, unreal engine 5 rendered, octane rendered, art style by klimt and nixeu and ian sprigger and wlop and krenz cushart ",a portrait painting of james tissot.,21.66,16.56,6.753681212877108
8dd0c289-72a6-413e-bfa3-04c97cbdaa66.png,"depressed people standing around an hourglass with little sand left, octane render, peter mohrbacher, denis sarazhin, beeple, greg rutkowski, tomasz alen kopera, vibrant colors, highly detailed, dramatic lighting, 8 k, trending on artstation, very coherent ","portrait of a dancing eagle woman, beautiful blonde haired lakota sioux goddess, intricate, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and g",84.7,2.94,4.979066211262307
8de56a10-6428-4f6d-94cf-597e0f49c043.png,"biohazard portrait of gandalf, tesla coils!, in laboratory au naturel, hyper detailed, digital art, trending in artstation, cinematic lighting, studio quality, smooth render, unreal engine 5 rendered, octane rendered, art style by klimt and nixeu and ian sprigger and wlop and krenz cushart ","cute fluffy grey tabby border collie and tan lop eared bunny hybrid mixed creature concept, with long flowing fur blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k!",80.77,0.38,15.191534747504813
8e0665aa-dca1-400b-91a3-e67066a84435.png,"groot driving future car in space, rocket raccoon driving future car in space, two characters ",a portrait painting of james tissot.,50.77,23.080000000000002,0.0
8e56b09c-8035-4c7c-9751-43589c844dbb.png,"photo cartoon illustration comics manga painting of small sci - fi junkshop in a shipping container, sci - fi, cyberpunk, neon, steampunk, noir, fantasy, digital painting, unreal engine, 8 k, volumetric lighting, contrast ","a portrait painting of james tissot, art in the style of rembrandt!! intricate.",50.5,29.9,13.675780070269594
8e874165-8f23-41be-ac53-8a6d02246ea6.png,"photograph of beautiful landscape, beautiful lake, environment, colors, cinematic, highly detailed, mid day, large scale, realistic lighting, octane render, high quality, trending on artstation, hd, 8 k, clear, sharp ",a portrait painting of james tissot.,26.88,16.6,4.466656076905524
8ed38848-8d16-47fb-9a11-85159c72840c.png,"movie still of leyendecker hitman, octane render, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha and william - adolphe bouguereau ","portrait of a beautiful winged goddess with horns by victo ngai, kilian eng, lois van baarle, flat, milky way galaxy!!!!!!!!!!!!!!!!",60.61,23.14,3.8693664327405015
8eebb922-0a4b-4aca-9fa1-8a178581c8f0.png,"cute fluffy baby lop eared bunny rabbit and cat hybrid mixed creature character concept, with long flowing fur blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",a portrait painting of james tissot.,25.95,14.499999999999998,8.666900057754221
8f3d1c10-7df7-4848-8999-189c02b23685.png,mauricio macri ,"a portrait painting of james tissot, art in the style of rembrandt!! intricate.",27.66,12.770000000000001,0.0
8f4caf27-07de-41ef-b335-20869f6b40b5.png,"robots building robots, oil painting by justin gerard, deviantart ",a portrait painting of james tissot.,62.74999999999999,39.22,7.357474610589511
8f774af2-024a-4f9c-bc26-2dd1da8894d2.png,"peaceful, beautiful landscape, environment, colors, film, cinematic, highly detailed, mid day, large scale, hyperrealistic, realistic lighting, octane render, by wlop, artgerm, by alena aenami, clyde caldwell, trending on artstation, hd, 8 k, clear, sharp ","a portrait painting of james tissot, art in the style of rembrandt!! intricate.",44.78,18.509999999999998,0.0
8f91fe8f-5d44-425e-b9d7-7d44758b2bf9.png,"oil painting full body portrait of mean machine from 2 0 0 0 ad, norman rockwell, greg manchess, jeremy mann, tom lovell, glenn fabry, greg staples ","portrait of a dancing eagle woman, beautiful blonde haired lakota sioux goddess, intricate, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and g",73.37,3.8,5.890610461626277
8fcc5e1d-0c41-40ad-a67e-1b8c87419ecd.png,"peaceful, beautiful landscape, environment, no people. colors, film, cinematic, highly detailed, mid day, large scale, hyperrealistic, realistic lighting, octane render, by wlop, artgerm, by alena aenami, trending on artstation, hd, 8 k, clear, sharp ",a portrait painting of james tissot.,24.39,12.540000000000001,0.0
8fe1f205-6d02-43e9-b626-c6e4fe1a1c6a.png,"photography of james tissot, deep focus, d & d, fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, matte, sharp focus, illustration, hearthstone, art by rhads, artgerm and greg rutkowski and alphonse mucha ",a portrait painting of james tissot.,25.0,15.709999999999999,19.672972013638564
8fed0f36-262e-4951-8327-c4bc4b7a7db3.png,"christmas at kelly family, no lettering, advertising poster, limited neutral palette, by pascal campion, petros afshar, anton fadeev, dean ellis, randolph stanley hewton, beautiful graphic, propaganda poster art 1 9 7 0 s illustrated advertising art, painterly design, no font ",a portrait painting of james tissot.,21.73,13.420000000000002,0.0
9050af0f-9320-4aa0-b308-2cdf56036f1e.png,"forsen, middle aged swedish man with a hobo beard and unkempt hair sat at a computer desk with a pepe the frog plush toy, digital art ","a portrait painting of james tissot, art in the style of rembrandt!! intricate.",68.54,14.08,5.727843047935782
9062b5e5-c52f-4154-81df-0fbfc7a67727.png,"cute fluffy baby panda lion hybrid mixed creature character concept, with long flowing fur blowing in the wind, wearing tribal headdress of peacock feathers and flowers, detailed painting, renaissance, 4 k ",a portrait painting of james tissot.,28.1,19.830000000000002,9.550083034774941
90716c8a-d399-46ac-841f-207fc9cb913e.png,"photo cartoon illustration painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, fantasy, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, octane render ",a portrait painting of james tissot.,25.19,19.259999999999998,12.71947508811781
9091aedf-5249-4f68-b8b8-040636dc38a4.png,"nebula explosion, multicolor color scheme, by jesper ejsing and peter mohrbacher and marc simonetti and brom and joseph christian leyendecker and ashley wood and james gurney and jean leon gerome, coloreful, highdetailed, drawing, line, oilpainting ","portrait of a beautiful woman with horns, large piercing blue eyes, long wavy black hair, long black dress with silver jewels, black bat wings on back, detailed background, by tom bagshaw!!!!!!!!!",75.06,19.78,0.920828075287014
90b4b271-df89-4408-af72-671c18b87ca4.png,blue skin ; 2 5 year old woman ; gills ; fins for ears ; fish woman ; algae green hair ; cinematic ; drawn by studio ghibli ; trending on artstation ; high detail ; digital art ,a portrait painting of james tissot.,30.049999999999997,15.02,0.0
90cd4742-2cc7-40fb-8c46-15e79b7a352e.png,"chicken, with squirrel ears, pigs feet, photo ",a portrait painting of james tissot.,63.41,29.270000000000003,0.0
91106c00-b52d-462f-bd26-7373f3f23c2d.png,jesus baphomet by james gurney ,"portrait of a beautiful woman with horns! intricate elegant extremely detailed digital art by victo ngai, kilian eng, loish, rhads, lois van baarle, flat, milky way!!!!!!",28.860000000000003,19.900000000000002,4.817415841951503
914f73b1-5c3d-46ef-8155-3bba48256583.png,"portrait new female protagonist in overwatch, prepare for battle, highly detailed, beautiful, graceful, elegant, lovable, highly detailed, digital painting, artstation, concept art, sharp focus, golden ratio, smooth, octane render, sharp focus, artstation,, by artgerm, ghibly, disney, pixar, dreamworks ",a portrait painting of james tissot.,20.0,15.290000000000001,7.3718479913478685
91d5d3d1-ece2-46a3-93c2-bcc0a4f53d93.png,"batman driving a school bus in a zoo, advertisement, digital painting, unreal engine, 8 k, volumetric lighting, contrast by john kirby by carl warner and jim woodring, trending on artstation ",a portrait painting of james tissot.,29.07,22.03,4.5471247322704835
920d7a87-03f1-4561-bf93-5b15835ae718.png,"photograph of beautiful landscape, mystical breeze, environment, colors, film, dramatic, cinematic, highly detailed, mid day, large scale, realistic lighting, octane render, high quality, trending on artstation, hd, 8 k, clear, sharp ",a portrait painting of jimmy mann!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,20.849999999999998,11.07,4.466656076905524
923d976d-237d-41d0-b769-b8ade3e015af.png,"biohazard! portrait of gandalf, tesla coils!!, dieselpunk dark omnious atmosphere flight!! au naturel, hyper detailed, trending in artstation, cinematic lighting, studio quality, smooth render, unreal engine 5 rendered, octane rendered, art style by klimt and nixeu and ian sprigger and wlop and krenz cushart ","portrait of a beautiful woman with horns, large piercing blue eyes, long wavy black hair, long black dress with silver jewels, black bat wings on back, detailed background, by tom bagshaw!!!!!!!!!",68.38,24.51,4.426958498386957
926bf081-d3f8-46c8-8147-e9faefd8f5fd.png,"cute fluffy cheetah wolf hybrid mixed creature character concept, with long flowing fur blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ","portrait of a beautiful winged goddess with horns by artgerm, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villene",83.17,4.33,12.225774369789725
92c7cf28-21b2-4d60-b469-7b0e086fdb6b.png,"ian curtis dancing, charcoal on concrete, a - n 4 ",a portrait painting of james tissot.,55.81,20.93,0.0
93374d76-b6f4-41bb-8f19-88a5dac14213.png,"photo cartoon illustration comics manga painting of wizard kitchen : 6 fantasy, digital painting, unreal engine, 8 k, volumetric lighting, contrast ",a portrait painting of james tissot.,36.96,28.26,18.647550723730376
9346454b-76db-4918-824c-a897d62f249d.png,"a steampunk jet fighter diving through the cloudscape, 8 k, matte painting, in the style of greg simkins and leonardo da vinci and bouguereau, ",a portrait painting of james tissot.,39.11,24.58,10.314885442724915
9417e367-bf6e-4d21-a3ba-882e53b24634.png,"a surreal * * cognitive illusion * * of an afro nebula, by oleg shupliak and jeffrey smith and thomas kinkade, oil on canvas, afrofuturism!, surrealism, astrophotography ","portrait of a dancing eagle woman, beautiful blonde haired lakota sioux goddess, intricate, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and g",77.95,6.15,8.125953171138868
943cf68c-c510-4b41-b7d7-e0aea1143420.png,"mysterious figure wearing a synthwave trenchcoat. movie still, postapocalyptic, over the shoulder, fashion ",a portrait painting of james tissot.,48.949999999999996,22.38,0.0
94712e80-38ab-42bf-9cac-3e598b56bf7a.png,"portrait of mila kunis performing in theater, alfred eisenstaedt, ben ross, bert stern, cornell capa, elliott erwitt, eve arnold, george s. zimbel, milton greene, richard avedon ",a portrait painting of james tissot.,32.71,21.5,10.314885442724915
94ef49b1-4858-4f7e-b769-c3163baf6a1e.png,"photograph of beautiful landscape, into the void, environment, colors, cinematic, highly detailed, mid day, large scale, by wlop, artgerm, peter mohrbacher, realistic lighting, octane render, high quality, trending on artstation, hd, 8 k, clear, sharp ",a portrait painting of jimmy mann!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,19.689999999999998,10.459999999999999,4.182819438170018
9508306a-6ec4-48e7-b0a6-6971fbc40a14.png,"the indifference of the fallen woman / split - complementary color scheme, hypermaximalist, sharp focus, highly detailed, ambient light, lumen unreal 5, realistic render, intrincate / art by ashley wood, roberto ferris, ilya kuvshinov, dan hillier and bernie wrightson ","portrait of a dancing eagle woman, beautiful blonde haired lakota sioux goddess, intricate, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and g",80.16,4.91,17.718346630070084
96682bf9-9776-4bee-8e9c-0d233823a4b0.png,"robots creating new robots in a factory line, oil painting by justin gerard, deviantart ",a portrait painting of james tissot.,53.23,33.87,6.261451546913585
96bb5357-8ffd-47cf-99b8-0573a4489ab6.png,"mysterious figure wearing a synthwave punk cyber cybernetic trenchcoat. photograph, postapocalyptic, over the shoulder, fashion, vimeo netflix, decorated punk trenchcoat. motocross helmet, cybernetic bunny ears. gentleman elegant ",a portrait painting of a man!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,18.6,9.3,0.0
96d2cff5-fc6e-4ac1-b90f-8728be27b40c.png,"nebula explosion, centered, multicolor color scheme, by jesper ejsing and peter mohrbacher and james jean and brom and joseph christian leyendecker and alphonse mucha and james gurney and jean leon gerome, coloreful, highdetailed, drawing, line, oilpainting ","portrait of a morphed evil grim reaper demon with long flowing mane and flowing robe and headdress of tribal peacock feathers and flowers blowing in the wind, detailed oil painting, magical realism oil painting 4 k!!!!!!",79.08,2.09,21.434406892288266
9716c747-3e6a-42f6-81f3-4cd30483282a.png,"cute fluffy baby giraffe rabbit lion llama hybrid mixed creature character concept, with long flowing mane blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",a portrait painting of james tissot.,26.36,14.729999999999999,9.22639385255611
979c013f-d61a-46fc-b577-456fdb6eab00.png,abstract advertising illustration for citroen e - c 4 ,a portrait painting of james tissot.,68.89,37.78,0.0
97a99504-ea10-41eb-85f2-a32914c83179.png,"a robot coding, on screen old video game shown, robot playing with controller ","a portrait painting of james tissot, art in the style of rembrandt!! intricate.",68.78999999999999,28.03,0.0
980c8e4a-bec1-44ef-9581-a0e205ffdc26.png,"a robot shown coding and old video game, on screen old video game shown ","a portrait painting of james tissot, art in the style of rembrandt!! intricate.",63.580000000000005,21.19,0.0
9828d8a0-2750-4b8e-bfc8-47f33c881fa2.png,"big futuristic spaceship above a field. france, dordogne, hills, ultra high, face to camera, detail, 8 k, sunset, flowers, trees, river, hills, octane render. ",a portrait painting of james tissot.,35.9,24.62,0.0
9874600a-db4c-4d09-a687-a7f7366f7bdc.png,"realistic shark robot crawling out of the sewer on neo - tokyo street, digital art, 3 2 k ",a portrait painting of james tissot.,49.21,30.159999999999997,6.48911121832301
989e628d-b91c-4220-83de-8231361be4ee.png,"portrait new female protagonist in overwatch, prepare for battle, highly detailed, beautiful, graceful, elegant, lovable, highly detailed, digital painting, artstation, concept art, sharp focus, golden ratio, smooth, octane render, sharp focus, artstation,, by artgerm, mucha, alex flores,, jordan grimmer, beeple ",a portrait painting of james tissot.,20.0,14.860000000000001,7.219873938565147
98c3d774-b97e-4f17-8ac8-7da382163a83.png,"cute fluffy alien dinosaur hybrid mixed creature character concept, with long flowing fur blowing in the wind, and beautiful peacock feather tail, detailed painting, three quarter profile view, renaissance, detailed painting 4 k ",a portrait painting of james tissot.,25.66,12.83,8.299678199840532
9949bcd0-a033-4e86-ac9d-957d1ac52f15.png,"cute fluffy baby bunny rabbit kitten lion hybrid mixed creature character concept, with long flowing fur blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ","portrait of a beautiful woman with horns, large piercing blue eyes, long wavy black hair, long black dress with silver jewels, black bat wings on back, detailed background, by tom bagshaw!!!!!!!!!",80.77,34.13,9.521472427118164
99925a98-9cf8-4247-835b-e2aafa561935.png,"biohazard portrait of raymond lee francis, au naturel, hyper detailed, digital art, trending in artstation, cinematic lighting, studio quality, smooth render, unreal engine 5 rendered, octane rendered, art style by klimt and nixeu and ian sprigger and wlop and krenz cushart ","portrait of a beautiful long haired muscular woman with flowing fur and headdress of tribal peacock feathers and flowers blowing in the wind, detailed oil painting, magical realism oil painting 4 k!!!!!!!!!!!",75.36,2.9000000000000004,17.24675353509287
99a766c1-b6fb-4bbd-b1bb-fadefc90f88d.png,"modern car, close up, quint buchholz, wlop, dan mumford, artgerm, liam brazier, peter mohrbacher, raw, featured on artstation, octane render, cinematic, rugged, intricate, 8 k ",a portrait painting of james tissot.,31.130000000000003,16.04,0.0
9b31e412-eb5f-45ad-81ad-35b8e438e9be.png,the word'joe'written on a sign ,a portrait painting of james tissot.,65.67,41.79,0.0
9c5043e6-4db4-4cff-9dfc-79c6543d8530.png,"ww 2 photo of bongbong marcos raising his right hand in the reichstag, german flags, ","a portrait painting of james tissot, art in the style of rembrandt!! intricate.",74.39,32.93,17.226816934899446
9c655ed8-9e46-4ec7-9e22-a98751826d9d.png,"photo cartoon illustration comics manga painting of small sci - fi junkshop in a shipping container, sci - fi, fantasy, digital painting, unreal engine, 8 k, volumetric lighting, contrast ",a portrait painting of james tissot.,31.25,23.21,14.449789508899318
9c888c8b-fc58-4d9b-9df4-e8c3a3d24f4b.png,"a beautiful 8 bit painting of a cute adorable kawaii futuristic vr plastic android astronaut sitting on a lush planet of foliage, the destroyed wreckage of a crashed spaceship, steam, thick colorful smoke, ross tran, ron walotsky, greg rutkowski, trending on artstation ",a portrait painting of james tissot.,22.220000000000002,16.99,15.971447858864712
9cee575f-28fc-45b5-a12b-c0c74f6f34e6.png,"a black and white ink drawing of a ten year old girl with small nose and large eyes and freckles wearing an enormous winter parka and a hat with rabbit ears walking in the woods, cartoon character ","a portrait painting of james tissot, art in the style of rembrandt!! intricate.",52.900000000000006,28.26,8.936578495888572
9d081f1a-e664-4827-ac95-932914fe83cf.png,"white and brown mothman female by greg rutkowski, insect face, creature, hybrid, bug, detailed, creepy ",a portrait painting of james tissot.,46.04,8.63,0.0
9d0e68cc-aa50-44e9-8d7f-a95a480410a1.png,"village on side of canyon flooded, spires horizontal, by peter mohrbacher and dan mumford ",a portrait painting of james tissot.,49.21,20.630000000000003,6.48911121832301
9d3d33d3-2963-4123-a328-4f8ead8341e0.png,"concept art of a medieval town with bridges and castles next to a large river in overcast, painting by sargent and leyendecker, fantasy, rule of third, art station trending, illustration hearthstone, by greg rutkowski by greg tocchini by james gilleard ",a portrait painting of james tissot.,24.22,17.990000000000002,14.551158066938527
9d5bc009-bb9e-4f07-9444-f6b9452031ca.png,"the face of a man awakened by an alarm clock, moebius color palette, grainy style, artwork by craig davison, 8 k ","portrait of rugged zeus with flowing fur blowing in the wind, muscular man in flight, detailed oil painting, arcane, elegant, highly detailed, artstation, sharp focus, illustration, concept art, ruan jia, steve mcc",63.0,3.06,6.006867872222655
9d914e46-3990-456c-b4f1-6dcca08df7a8.png,"a claymation video still of the grim reaper, intricate details, photograph, sharp focus, depth of field, cinematic lighting, inspired by ray harryhausen, ","a portrait painting of a woman, art by annibale carracci in the style of rembrandt!! intricate.",69.88,23.29,22.632965363907612
9d9bd07a-9f32-4190-be0b-9de3b671c197.png,"tragedy of the commons, octane render, peter mohrbacher, denis sarazhin, beeple, greg rutkowski, tomasz alen kopera, vibrant colors, highly detailed, dramatic lighting, 8 k, trending on artstation, very coherent ","portrait of a dancing eagle woman, beautiful blonde haired lakota sioux goddess, intricate, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and g",84.72,1.8499999999999999,7.513582979819118
9da3b097-c91f-430c-a8f8-1a93fbff9907.png,"peaceful, beautiful landscape, environment, colors, film, cinematic, highly detailed, mid day, large scale, hyperrealistic, realistic lighting, octane render, by wlop, artgerm, by alena aenami, trending on artstation, hd, 8 k, clear, sharp ","portrait of rugged zeus greek god by victo ngai, kilian eng, victo ngai, loish, rhads, ferdinand knab, makoto shinkai lois van baarle, ily",67.72,23.28,3.5890080288788555
9db3495e-7562-430d-8882-ec0228366ff0.png,"concentric circles of light, bright lights ",a portrait painting of james tissot.,60.760000000000005,25.319999999999997,10.163066979112656
9e2cb0ef-0b69-4b06-9c33-b5d2e61d6406.png,"realistic photo manga illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, realistic digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",a portrait painting of james tissot.,23.78,19.580000000000002,8.19822514924927
